,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
31,66894,68396,81396,79439,77763,79885,78230,76328,75421,75287,76635,75991,78456,76218,77278,74064,74917,74627,75620,75341,79289,80987,83129,80750,84416,92020,96935,92065,127678,124116,116625,113061,110942,109833,113164,112706,113677,115261,116764,118432,120107,123545,123589,127518,128143,129766,131346,128328,126274,125980,127459,133356,130855,125328,120196,110411,105749,100640,98937,98445,100158,99559,102949,101728,99017,98563,101364,103921,107238,107756,109353,112002,116394,117561,117086,117278,118079,116025,115386,117171,120469,121515,123886,121485,120706,120338,117659,114778,113840,112804,114092,114282,114456,111967,110521,108471,110835,108504,109390,108208,108349,109335,109836,111384,113099,115155,117033,118650,120243,121574
32,68813,67088,68126,80837,79016,77541,79809,78030,76140,75687,75086,76532,75925,78508,76103,77255,74071,74885,74520,75560,75398,79390,81174,83231,80754,84620,92195,96961,92113,127712,124254,116769,113008,110936,109840,113082,112730,113655,115446,116938,118553,120507,123948,123994,127786,128194,129733,131484,128594,126687,126336,128026,133846,131049,125410,120158,110211,105415,100595,99260,98810,100378,99694,103045,101842,99363,99186,102098,104773,108164,108900,110547,113169,117271,118176,117399,117313,117879,115741,115051,116813,120124,121188,123597,121244,120497,120151,117485,114616,113684,112654,113940,114136,114311,111830,110386,108339,110697,108378,109267,108086,108243,109228,109740,111290,113001,115049,116916,118527,120110
33,69236,69008,66832,67667,80353,78798,77474,79566,77811,76363,75456,74647,76489,75904,78405,76125,77265,74061,74811,74533,75543,75507,79578,81297,83344,80911,84618,92221,96975,92177,127805,124448,116725,112785,110839,109695,113145,112757,113821,115616,116883,118877,120876,124181,124437,127850,128210,129876,131704,129015,127061,126815,128446,133947,131075,125282,119831,109817,105330,100887,99509,99029,100462,99859,103056,102145,99700,99826,102919,105682,109166,109997,111592,113958,117816,118466,117459,117188,117673,115486,114766,116521,119839,120917,123354,121048,120322,119991,117337,114473,113545,112519,113803,114004,114177,111703,110256,108216,110568,108257,109143,107969,108137,109121,109640,111190,112892,114931,116788,118397
34,67738,69454,68710,66357,67335,80086,78644,77221,79339,78003,76089,75217,74621,76526,75822,78352,76104,77216,73964,74813,74482,75662,75689,79732,81349,83457,81321,84623,92235,96998,92306,127957,124314,116733,112690,110741,109754,113151,112876,113878,115567,117169,119169,121193,124501,124488,127796,128290,130095,132107,129286,127476,127185,128574,133900,130889,124951,119402,109631,105542,101123,99714,99263,100471,99965,103290,102566,100219,100658,103775,106547,110104,110931,112285,114434,118062,118511,117345,117019,117453,115238,114508,116256,119579,120668,123132,120863,120146,119826,117180,114325,113399,112375,113654,113855,114027,111555,110110,108077,110422,108116,109002,107828,108006,108989,109515,111064,112760,114790,116640
35,72039,67914,69204,68222,66023,67157,79969,78476,77042,79563,77819,75830,75174,74647,76464,75781,78361,76130,77164,73930,74793,74546,75866,75770,79766,81434,83610,81373,84677,92229,97143,92507,127945,123992,116612,112687,110743,109738,113217,112947,113870,115823,117433,119424,121514,124534,124569,127900,128451,130300,132347,129780,127835,127320,128595,133733,130581,124572,119247,109791,105754,101215,99766,99277,100506,100206,103610,103012,100818,101374,104549,107367,110915,111567,112721,114661,118105,118412,117196,116835,117235,115008,114271,116017,119341,120445,122926,120690,119980,119665,117027,114173,113251,112227,113505,113707,113874,111407,109960,107932,110272,107969,108855,107678,107868,108850,109380,110929,112621,114642
36,70953,72201,67634,68792,67860,65855,67062,79730,78215,77239,79387,77557,75781,75223,74538,76425,75732,78367,76018,77140,73955,74881,74701,75974,75845,79882,81839,83630,81420,84813,92348,97305,92495,127601,123885,116518,112675,110690,109884,113336,112970,114097,116069,117684,119762,121529,124551,124639,127938,128775,130544,132677,130133,127937,127271,128378,133369,130215,124310,119286,109887,105961,101337,99853,99347,100732,100514,104139,103591,101559,102162,105374,108168,111567,112075,113038,114804,118116,118374,117128,116746,117123,114889,114146,115891,119219,120331,122826,120617,119907,119598,116962,114112,113192,112168,113444,113645,113808,111346,109896,107870,110208,107906,108791,107612,107812,108791,109323,110873,112562
37,70518,71092,71965,67237,68482,67723,65780,66895,79564,78432,77033,79163,77548,75823,75143,74493,76404,75686,78274,75992,77159,74007,75092,74807,75942,75969,80202,81896,83698,81449,84951,92454,97288,92379,127615,123800,116587,112671,110776,109946,113313,113188,114261,116195,117868,119768,121571,124515,124757,128106,128986,130743,132819,130153,127847,127009,127991,132940,129991,124347,119436,110069,106110,101303,99822,99508,100947,100963,104709,104181,102258,102893,106065,108713,111986,112347,113148,114787,118042,118269,117001,116609,116972,114735,113989,115737,119065,120180,122686,120496,119789,119486,116849,114005,113086,112062,113336,113535,113698,111239,109787,107762,110094,107797,108679,107497,107707,108682,109218,110765
38,66222,70631,70811,71484,66955,68252,67655,65639,66781,79762,78214,76636,79099,77550,75682,75170,74479,76400,75641,78276,75946,77225,74162,75151,74816,76017,76329,80215,81945,83833,81615,85143,92474,97141,92345,127529,123753,116552,112751,110869,109888,113426,113362,114391,116313,117911,119711,121523,124572,124965,128263,129153,130966,132840,130137,127653,126669,127520,132608,129964,124469,119515,110115,106059,101287,99977,99755,101324,101546,105319,104828,102924,103540,106573,109099,112242,112478,113150,114732,117946,118146,116869,116468,116824,114583,113840,115591,118918,120032,122546,120374,119671,119370,116737,113896,112977,111956,113224,113428,113588,111130,109678,107654,109981,107689,108566,107385,107600,108571,109110
39,67039,66373,70436,70367,71163,66770,68161,67453,65472,66992,79558,78070,76614,79107,77440,75679,75136,74472,76319,75576,78234,75952,77353,74201,75177,74885,76304,76360,80310,81990,83995,81737,85159,92147,97071,92293,127501,123832,116644,112796,110927,110008,113549,113484,114553,116301,117859,119672,121543,124657,125129,128481,129283,130912,132767,129895,127314,126292,127330,132559,129997,124519,119487,110121,106032,101434,100237,100084,101767,102125,105911,105466,103544,104044,106960,109361,112389,112528,113134,114672,117850,118037,116750,116343,116693,114455,113718,115468,118795,119909,122429,120272,119573,119274,116645,113808,112889,111869,113133,113339,113498,111042,109589,107564,109887,107600,108474,107293,107513,108481
40,68181,67191,66204,70057,70077,70935,66645,68019,67398,65666,66802,79565,77983,76632,79021,77375,75675,75081,74352,76273,75538,78202,76060,77383,74191,75245,75285,76317,76346,80396,82106,84195,81729,85137,92037,97002,92272,127588,123771,116583,112864,111040,110202,113631,113565,114518,116241,117771,119654,121634,124739,125331,128578,129371,130830,132521,129516,126904,126038,127249,132610,129990,124449,119378,110070,106162,101724,100580,100483,102294,102678,106479,106034,104004,104409,107200,109488,112427,112518,113074,114573,117729,117905,116612,116202,116551,114317,113583,115334,118659,119772,122298,120157,119462,119162,116538,113701,112784,111765,113028,113233,113392,110936,109485,107457,109779,107493,108364,107182,107411
41,67309,68276,66985,65840,69766,69854,70797,66461,67832,67565,65489,66911,79508,78001,76509,78973,77335,75625,75010,74262,76224,75523,78284,76135,77390,74226,75507,75296,76332,76384,80482,82283,84179,81586,85095,91965,96902,92250,127600,123684,116571,112860,111128,110239,113782,113485,114452,116180,117732,119697,121682,124931,125390,128540,129191,130579,132235,129150,126652,125871,127274,132605,130048,124415,119410,110109,106293,102017,100978,101063,102843,103267,107042,106523,104404,104704,107386,109586,112480,112534,113044,114517,117655,117822,116523,116114,116463,114232,113500,115250,118574,119686,122218,120091,119398,119101,116476,113643,112725,111707,112967,113171,113331,110877,109421,107398,109714,107430,108299,107116
42,66262,67412,68058,66512,65572,69580,69719,70667,66341,67980,67410,65489,66870,79463,77829,76456,78901,77287,75521,74937,74213,76183,75585,78327,76110,77392,74654,75436,75294,76349,76448,80628,82266,84161,81458,84960,91850,96996,92248,127484,123707,116637,112973,111200,110257,113711,113319,114323,116108,117739,119709,121746,124992,125292,128387,129023,130242,131866,128859,126602,125866,127318,132556,129903,124446,119449,110261,106646,102406,101442,101599,103411,103831,107511,106930,104716,104920,107515,109663,112524,112545,113019,114471,117593,117754,116456,116049,116394,114168,113437,115190,118507,119620,122157,120040,119352,119055,116432,113601,112683,111664,112922,113127,113287,110833,109376,107356,109667,107383,108249
43,64844,66364,67227,67708,66263,65330,69474,69537,70539,66450,67787,67074,65410,66810,79326,77769,76404,78827,77191,75444,74863,74200,76209,75557,78286,76135,77424,74531,75421,75262,76413,76472,80582,81997,84104,81344,84903,91927,96901,92185,127426,123659,116629,112940,111201,110087,113592,113121,114296,116098,117732,119788,121772,124911,125049,128098,128711,129926,131551,128739,126575,125814,127289,132439,129869,124500,119507,110512,106984,102780,101931,102115,103922,104267,107857,107201,104895,105018,107557,109661,112487,112485,112929,114363,117471,117629,116331,115926,116270,114046,113319,115073,118388,119499,122041,119935,119249,118953,116333,113505,112585,111567,112821,113027,113186,110732,109276,107257,109563,107279
44,64051,64875,66191,66873,67374,66073,65185,69308,69406,70630,66283,67743,66981,65397,66626,79194,77653,76334,78680,77071,75366,74786,74201,76138,75497,78271,76544,77312,74488,75403,75291,76476,76440,80447,81855,84000,81316,84848,91866,96807,92153,127363,123648,116595,112928,111085,109955,113419,112977,114167,116079,117763,119762,121658,124691,124789,127751,128315,129608,131387,128703,126534,125723,127225,132329,129826,124579,119736,110738,107349,103185,102370,102541,104267,104545,108033,107299,104911,104983,107477,109539,112341,112321,112738,114158,117258,117414,116114,115711,116055,113834,113108,114863,118177,119286,121832,119735,119049,118758,116137,113313,112395,111375,112626,112829,112989,110537,109080,107063,109363
45,63058,64044,64700,65875,66622,67173,65916,65012,69187,69501,70461,66176,67676,66911,65256,66531,79094,77521,76185,78559,76992,75224,74791,74165,76064,75509,78149,76435,77227,74438,75376,75335,76412,76345,80330,81718,83884,81323,84770,91737,96667,92083,127307,123540,116529,112755,110901,109727,113276,112870,114074,115969,117689,119582,121434,124355,124438,127404,128047,129418,131356,128588,126510,125609,127095,132285,129863,124689,120012,111095,107674,103552,102742,102833,104482,104682,108073,107270,104838,104866,107315,109345,112126,112088,112480,113893,116982,117137,115837,115435,115777,113561,112837,114594,117906,119013,121561,119474,118791,118502,115883,113060,112141,111123,112373,112576,112732,110280,108823,106807
46,61382,63062,63859,64379,65525,66388,66996,65719,64859,69251,69268,70143,66108,67579,66741,65148,66430,79000,77369,76086,78450,76876,75232,74704,74022,75976,75709,77880,76179,76982,74239,75191,75044,76241,76196,80143,81631,83753,81211,84655,91651,96613,92023,127176,123451,116290,112541,110705,109528,113176,112739,114002,115814,117474,119297,121082,123963,124049,127103,127859,129325,131220,128501,126367,125458,127041,132303,129931,124887,120235,111377,107972,103863,102989,103006,104574,104701,108006,107172,104701,104690,107104,109108,111870,111818,112195,113599,116681,116835,115536,115136,115479,113266,112545,114302,117616,118719,121272,119195,118515,118225,115610,112788,111869,110852,112098,112301,112456,110005,108548
47,60923,61357,62905,63564,64089,65366,66253,66830,65562,64904,69063,69178,69991,66008,67420,66623,65003,66337,78793,77187,75950,78310,76811,75150,74611,73920,75981,75415,77725,76060,76883,74203,75067,74999,76050,76021,80018,81540,83652,81097,84568,91530,96502,91924,126938,123173,116067,112285,110499,109340,113043,112568,113839,115614,117201,118965,120657,123536,123751,126908,127697,129137,131053,128228,126244,125296,126987,132434,130097,125015,120496,111680,108269,104111,103186,103123,104614,104680,107935,107075,104570,104530,106916,108897,111642,111584,111948,113343,116418,116573,115275,114876,115219,113011,112292,114050,117362,118464,121022,118952,118275,117986,115375,112555,111636,110620,111864,112065,112220,109770
48,58969,60853,61210,62590,63238,63867,65233,66073,66661,65580,64730,68786,69017,69901,65827,67281,66485,64840,66151,78597,77030,75802,78198,76640,74985,74525,73775,75765,75220,77561,75928,76831,74049,75124,74827,75848,75926,79935,81393,83470,80996,84470,91473,96356,91774,126648,122898,115778,112064,110294,109149,112871,112356,113509,115341,116814,118558,120267,123184,123515,126711,127546,128935,130820,128042,126139,125225,127024,132535,130281,125224,120733,111934,108469,104275,103297,103170,104603,104643,107859,106982,104455,104391,106752,108717,111453,111390,111737,113125,116197,116352,115054,114659,115001,112797,112079,113834,117148,118249,120806,118746,118071,117784,115174,112355,111437,110421,111663,111864,112020
49,56120,58935,60657,60911,62301,63037,63699,64995,65914,66652,65364,64543,68563,68863,69674,65630,67127,66338,64667,65984,78432,76893,75670,78033,76476,74832,74426,73556,75598,75001,77394,75837,76659,74099,74904,74648,75660,75772,79786,81183,83459,80865,84331,91231,96170,91524,126283,122497,115496,111746,110036,108986,112656,112082,113153,114908,116359,118109,119887,122845,123342,126499,127335,128770,130574,127838,126017,125250,127104,132553,130402,125375,120891,112068,108560,104332,103312,103132,104539,104560,107743,106855,104312,104228,106569,108519,111246,111179,111515,112896,115963,116116,114824,114427,114770,112572,111854,113607,116925,118022,120579,118528,117855,117571,114960,112146,111228,110213,111455,111656
50,55144,56110,58732,60299,60556,62027,62793,63447,64793,65897,66465,65393,64410,68399,68583,69490,65471,66935,66173,64484,65807,78204,76674,75467,77814,76279,74821,74182,73362,75404,74853,77276,75613,76614,73867,74729,74499,75519,75647,79536,81067,83329,80737,84151,90987,95851,91222,125850,122163,115260,111486,109822,108715,112284,111654,112820,114428,115944,117723,119570,122533,123088,126239,127073,128472,130396,127577,125954,125250,127180,132591,130454,125441,120926,112091,108545,104289,103242,103035,104422,104425,107583,106686,104132,104032,106358,108295,111017,110944,111269,112648,115709,115864,114574,114178,114522,112327,111614,113369,116685,117779,120338,118297,117625,117342,114736,111925,111008,109992,111237
51,54210,55075,55911,58461,59974,60296,61823,62567,63247,64710,65638,66290,65200,64235,68081,68372,69294,65255,66708,65962,64275,65610,77988,76443,75308,77611,76320,74550,73924,73154,75216,74679,77059,75475,76377,73614,74516,74380,75355,75435,79374,80906,83178,80518,83984,90706,95488,90968,125496,121859,114979,111249,109560,108372,111864,111228,112372,113979,115536,117398,119257,122169,122795,125878,126798,128185,130154,127353,125932,125233,127161,132573,130438,125408,120874,112034,108456,104186,103127,102902,104269,104260,107398,106496,103932,103822,106134,108059,110775,110701,111016,112392,115449,115605,114319,113925,114272,112081,111371,113127,116441,117536,120096,118061,117390,117107,114507,111700,110786,109771
52,53440,54103,54870,55628,58144,59741,60066,61597,62322,63181,64459,65365,66055,64990,63965,67858,68141,69043,65037,66477,65714,64085,65377,77713,76194,75059,77413,76048,74288,73727,72949,75083,74415,76901,75213,76120,73373,74266,74157,75122,75211,79143,80688,82968,80287,83659,90375,95101,90680,125059,121539,114625,110882,109183,107947,111373,110761,111886,113514,115167,117054,118923,121841,122504,125579,126492,127946,129918,127289,125869,125180,127107,132508,130351,125318,120769,111929,108331,104063,102999,102757,104110,104093,107212,106306,103740,103622,105922,107839,110547,110471,110781,112154,115208,115365,114082,113691,114042,111856,111150,112904,116216,117312,119871,117845,117175,116895,114296,111496,110582
53,52706,53269,53846,54517,55328,57845,59509,59860,61368,62274,62913,63887,65118,65860,64685,63728,67593,67874,68784,64810,66224,65464,63856,65139,77432,75967,75140,77148,75776,73996,73496,72691,74821,74192,76623,74950,75786,73109,74041,73913,74856,74993,78968,80422,82719,80034,83346,89999,94791,90347,124620,121182,114242,110441,108695,107481,110855,110218,111395,113085,114803,116702,118520,121482,122148,125247,126131,127685,129693,127121,125760,125087,127001,132367,130195,125160,120597,111763,108161,103897,102828,102576,103915,103890,106996,106091,103523,103397,105685,107596,110297,110219,110525,111897,114946,115107,113827,113440,113793,111613,110909,112662,115974,117070,119629,117614,116944,116664,114071,111276
54,50117,52521,53007,53513,54175,55051,57597,59281,59576,61196,61977,62649,63583,64871,65537,64400,63461,67376,67582,68534,64510,65944,65220,63609,64864,77153,75955,74834,76849,75453,73734,73303,72407,74540,73854,76313,74633,75464,72830,73861,73681,74622,74802,78674,80200,82326,79697,83028,89652,94449,90005,124235,120717,113704,109951,108143,106985,110362,109795,110951,112681,114397,116305,118097,121072,121780,124867,125802,127459,129466,126928,125586,124919,126800,132142,129955,124918,120348,111530,107921,103664,102594,102331,103661,103632,106724,105820,103250,103119,105396,107300,109996,109919,110220,111591,114635,114799,113524,113141,113495,111322,110622,112374,115682,116778,119339,117332,116664,116384,113797
55,48660,49897,52262,52645,53151,53847,54828,57294,59032,59438,60891,61773,62373,63314,64538,65250,64128,63180,67074,67252,68165,64199,65640,64947,63292,64589,76895,75624,74512,76493,75103,73467,73001,72091,74234,73479,75975,74311,75155,72531,73547,73414,74412,74502,78381,79846,82026,79300,82731,89333,94050,89681,123787,120176,113149,109450,107576,106394,109816,109378,110480,112221,113951,115819,117688,120678,121327,124521,125455,127174,129206,126692,125363,124690,126545,131856,129658,124624,120057,111257,107646,103401,102333,102060,103382,103350,106430,105529,102958,102823,105092,106986,109679,109605,109903,111274,114313,114479,113212,112833,113189,111024,110327,112079,115383,116479,119044,117046,116381,116103
56,48348,48409,49588,51892,52259,52830,53568,54546,56955,58819,59115,60607,61465,62091,62963,64204,64944,63811,62871,66750,66919,67809,63907,65319,64656,63042,64376,76518,75239,74179,76171,74795,73164,72802,71796,73873,73174,75652,73971,74729,72284,73242,73152,74125,74188,77978,79509,81687,78962,82425,88935,93657,89289,123185,119601,112581,108904,107012,105890,109294,108924,109977,111744,113525,115388,117306,120230,120996,124219,125128,126877,128903,126407,125079,124405,126234,131520,129310,124289,119728,110951,107338,103109,102042,101765,103080,103049,106118,105220,102649,102512,104772,106659,109349,109280,109576,110946,113982,114153,112893,112519,112877,110718,110028,111780,115080,116177,118744,116754,116091
57,44237,48051,48043,49245,51490,51930,52482,53246,54226,56675,58489,58724,60259,61107,61668,62652,63856,64575,63484,62506,66375,66579,67463,63560,64986,64346,62768,64011,76062,74863,73808,75811,74392,72761,72393,71462,73513,72851,75267,73662,74519,71988,72907,72870,73772,73796,77614,79099,81298,78574,82069,88590,93199,88789,122569,118955,111884,108284,106436,105359,108833,108405,109542,111279,113072,114933,116855,119731,120592,123747,124775,126527,128543,126057,124738,124062,125867,131128,128916,123910,119357,110605,106998,102783,101721,101441,102750,102722,105779,104887,102317,102180,104432,106312,109002,108939,109232,110603,113636,113812,112559,112191,112552,110401,109713,111468,114764,115861,118432,116452
58,44399,43953,47674,47679,48816,51103,51584,52131,52930,53981,56298,57993,58332,59913,60703,61295,62273,63466,64185,63131,62138,65968,66233,67064,63225,64619,64152,62420,63656,75632,74406,73447,75402,73932,72305,71975,71061,73140,72503,74887,73192,74113,71675,72548,72485,73343,73397,77174,78661,80921,78179,81678,88089,92723,88297,121888,118220,111207,107672,105872,104948,108318,107855,108995,110803,112602,114428,116340,119267,120125,123343,124374,126127,128123,125654,124341,123660,125444,130686,128470,123479,118938,110213,106610,102412,101359,101077,102379,102352,105399,104515,101947,101806,104051,105927,108618,108560,108848,110219,113252,113434,112188,111825,112190,110045,109363,111121,114414,115510,118080
59,41594,44052,43586,47211,47246,48416,50716,51209,51762,52648,53597,55840,57625,57932,59422,60290,60901,61825,63085,63751,62740,61716,65539,65817,66660,62848,64313,63747,62029,63277,75141,74024,73038,74928,73501,71884,71577,70654,72743,72087,74337,72809,73750,71298,72103,72058,72884,72950,76691,78246,80521,77748,81214,87629,92131,87731,121101,117519,110558,107034,105336,104374,107754,107288,108460,110236,112039,113947,115847,118757,119663,122893,123923,125667,127649,125195,123887,123205,124970,130189,127973,122998,118469,109774,106178,102001,100955,100672,101970,101943,104981,104104,101542,101399,103639,105511,108199,108145,108434,109805,112836,113022,111783,111428,111795,109658,108981,110738,114027,115125
60,40274,41269,43640,43206,46715,46836,48024,50324,50753,51414,52213,53222,55432,57163,57449,58958,59870,60465,61354,62633,63250,62282,61328,65128,65369,66200,62702,63872,63302,61599,62867,74688,73538,72532,74467,73024,71467,71106,70215,72278,71605,73924,72383,73265,70876,71610,71552,72428,72502,76264,77782,80050,77306,80695,86967,91489,87128,120302,116767,109824,106427,104763,103759,107167,106685,107831,109680,111450,113384,115238,118243,119148,122385,123408,125150,127113,124674,123374,122696,124445,129641,127427,122472,117959,109295,105710,101553,100517,100235,101530,101506,104535,103663,101109,100966,103200,105071,107757,107709,107997,109371,112400,112589,111360,111009,111379,109251,108580,110336,113620
61,39681,39899,40842,43158,42724,46271,46367,47544,49828,50354,50945,51460,52761,54994,56608,56996,58506,59408,59950,60870,62118,62743,61770,60839,64625,64885,65737,62251,63365,62840,61160,62456,74177,72940,71976,73915,72464,70958,70598,69726,71767,71114,73455,71844,72778,70362,71114,71022,71907,72090,75778,77319,79595,76743,80111,86366,90857,86492,119437,115954,109151,105769,104135,103094,106516,106031,107179,109115,110839,112724,114674,117679,118582,121821,122840,124578,126522,124102,122814,122141,123875,129050,126840,121907,117412,108785,105211,101079,100051,99769,101064,101043,104063,103199,100654,100514,102743,104612,107298,107253,107541,108918,111947,112141,110920,110577,110949,108831,108165,109921
62,38316,39249,39417,40352,42655,42215,45810,45845,47050,49378,49841,50393,50976,52269,54426,56064,56481,57986,58862,59382,60298,61505,62160,61271,60399,64139,64590,65180,61747,62866,62361,60690,61932,73576,72380,71451,73350,71894,70425,70104,69202,71268,70620,72923,71275,72219,69840,70616,70526,71384,71556,75269,76773,79059,76176,79497,85730,90199,85866,118586,115160,108425,105090,103464,102365,105859,105299,106452,108421,110126,112098,114057,117059,117959,121200,122216,123947,125878,123479,122205,121538,123260,128417,126213,121305,116832,108244,104685,100577,99561,99280,100576,100559,103570,102714,100182,100043,102267,104137,106819,106782,107072,108449,111478,111676,110464,110130,110506,108399,107741
63,37510,37787,38772,38913,39777,42051,41719,45281,45275,46625,48843,49204,49898,50443,51663,53851,55459,55898,57336,58234,58737,59702,60906,61559,60691,59838,63507,63999,64604,61165,62310,61845,60143,61439,72945,71752,70862,72797,71345,69861,69459,68623,70726,70051,72317,70685,71616,69208,70095,69965,70830,71050,74708,76135,78417,75632,78884,85010,89507,85221,117723,114333,107681,104314,102717,101625,105110,104556,105740,107723,109449,111432,113397,116395,117291,120535,121545,123272,125193,122817,121559,120900,122612,127751,125557,120675,116227,107681,104137,100054,99051,98773,100070,100058,103061,102217,99696,99557,101777,103647,106329,106300,106592,107970,110998,111202,110000,109672,110053,107957
64,35647,36949,37230,38196,38326,39223,41516,41158,44698,44818,46013,48080,48599,49274,49782,51038,53204,54814,55244,56698,57543,58063,59050,60228,60952,60134,59255,62874,63358,63938,60564,61701,61264,59546,60886,72270,71125,70248,72150,70713,69217,68834,68026,70146,69451,71658,70049,70998,68612,69485,69388,70231,70498,74032,75514,77723,75001,78260,84362,88811,84636,116916,113496,106882,103575,102012,100869,104403,103814,105029,107009,108745,110743,112710,115705,116596,119839,120844,122570,124480,122128,120888,120242,121944,127063,124880,120026,115603,107103,103576,99519,98530,98256,99552,99547,102542,101708,99200,99063,101281,103151,105832,105810,106104,107484,110510,110720,109526,109205,109589
65,34125,35001,36346,36593,37513,37709,38675,40847,40557,44115,44178,45513,47440,47953,48573,49146,50329,52494,54099,54552,55985,56781,57358,58346,59491,60322,59293,58563,62150,62709,63245,59992,61039,60604,58943,60252,71589,70458,69569,71426,70003,68614,68242,67365,69486,68762,70921,69387,70268,68010,68791,68770,69623,69829,73367,74829,76961,74335,77569,83516,87996,83894,115931,112434,105960,102677,101127,99999,103650,103000,104257,106248,107996,110003,111976,114962,115847,119089,120092,121817,123717,121394,120171,119540,121234,126334,124164,119340,114942,106490,102982,98953,97979,97708,99004,99008,101992,101171,98675,98542,100757,102628,105306,105293,105589,106971,109997,110214,109029,108714
66,31963,33446,34352,35664,35871,36820,37068,38021,40180,39967,43426,43679,44744,46697,47148,47900,48391,49589,51770,53287,53733,55209,55996,56601,57560,58685,59808,58544,57819,61441,61954,62562,59293,60324,59894,58203,59525,70771,69718,68810,70634,69298,67861,67498,66659,68729,67972,70143,68665,69514,67319,68074,68114,68925,69031,72640,74110,76211,73611,76829,82768,87232,83094,114873,111406,104991,101724,100218,99064,102706,102189,103461,105465,107223,109241,111214,114192,115072,118316,119318,121044,122939,120644,119442,118827,120515,125598,123443,118649,114281,105878,102391,98389,97431,97165,98465,98475,101453,100644,98163,98033,100244,102117,104793,104790,105088,106474,109501,109725,108551
67,31416,31298,32734,33629,34919,35140,36125,36301,37337,39472,39260,42651,42889,43941,45810,46340,47073,47564,48778,50928,52397,52880,54338,55165,55757,56705,57907,58944,57776,57086,60607,61127,61728,58547,59593,59152,57498,58769,69952,68927,68008,69740,68515,67106,66678,65867,67882,67109,69344,67927,68746,66579,67309,67341,68204,68301,71888,73331,75479,72907,76106,81927,86340,82281,113842,110358,103973,100762,99286,98136,101828,101350,102640,104652,106419,108443,110416,113384,114261,117508,118511,120240,122129,119865,118685,118088,119770,124836,122697,117937,113600,105246,101781,97811,96868,96609,97911,97930,100901,100106,97639,97514,99721,101595,104274,104281,104582,105973,109002,109234
68,29403,30640,30575,32001,32834,34071,34390,35291,35527,36622,38679,38360,41873,42056,43025,44969,45475,46192,46755,47887,49995,51445,51987,53380,54241,54767,55919,57003,58048,56893,56301,59760,60206,60850,57754,58752,58338,56758,58018,69043,68024,67179,68884,67610,66230,65820,64920,66921,66230,68395,67048,67925,65800,66456,66497,67448,67514,71084,72508,74642,72202,75400,81114,85427,81419,112692,109194,102900,99839,98375,97236,100920,100482,101787,103809,105581,107608,109579,112541,113417,116668,117674,119409,121294,119061,117904,117328,119004,124054,121931,117208,112904,104599,101159,97222,96297,96045,97352,97380,100345,99564,97113,96994,99198,101074,103757,103774,104079,105475,108507
69,28221,28547,29779,29756,31162,31980,33227,33599,34415,34759,35837,37798,37528,40963,41054,42129,43979,44550,45232,45799,46870,48985,50418,50929,52439,53271,53853,54915,56033,57065,55996,55426,58828,59246,59926,56917,57898,57586,55898,57186,68051,67033,66204,67957,66637,65302,64823,63946,66010,65318,67422,66108,66974,64919,65578,65627,66628,66679,70217,71695,73825,71382,74588,80208,84445,80505,111458,108006,101823,98851,97387,96298,99976,99572,100889,102914,104689,106721,108694,111650,112527,115783,116794,118536,120421,118221,117088,116535,118206,123241,121139,116453,112184,103934,100519,96619,95713,95469,96779,96818,99780,99012,96578,96468,98668,100548,103233,103261,103572,104976
70,27206,27375,27627,28909,28848,30275,31015,32317,32725,33582,33830,35067,36813,36576,39863,40089,41143,42851,43540,44245,44697,45788,47855,49383,49830,51392,52337,52796,53856,54986,56049,55015,54476,57801,58275,58949,55954,56963,56656,54994,56291,67023,66002,65189,66886,65618,64235,63773,62900,65016,64291,66400,65113,65936,63984,64646,64760,65815,65802,69357,70843,72944,70490,73701,79239,83422,79524,110159,106775,100645,97775,96355,95320,98985,98614,99938,101965,103744,105785,107760,110711,111591,114852,115868,117617,119504,117338,116231,115703,117370,122389,120309,115666,111433,103244,99857,95992,95109,94873,96189,96240,99196,98443,96028,95927,98124,100008,102696,102735,103053
71,24948,26229,26448,26727,27892,27920,29332,30005,31363,31785,32678,32900,34121,35794,35492,38785,38956,39999,41718,42419,43105,43503,44677,46676,48227,48704,50246,51152,51674,52723,53790,54974,53962,53367,56743,57154,57817,55025,55949,55623,53983,55337,65789,64826,64008,65695,64522,63066,62664,61833,63876,63236,65315,64010,64788,62938,63652,63791,64934,64890,68429,69970,71987,69534,72759,78212,82268,78476,108801,105427,99424,96618,95243,94256,97906,97566,98898,100927,102712,104761,106738,109686,110569,113834,114856,116611,118500,116371,115293,114792,116455,121457,119400,114803,110611,102487,99129,95305,94444,94218,95539,95602,98553,97817,95422,95329,97526,99414,102104,102154
